customer_id,last_order_date,frequency,monetary,recency,R_score,F_score,M_score,RFM_Score
C101014,2025-06-09,2,5302.0,98,3,1,1,311
C101015,2024-04-21,2,2045.0,512,1,1,1,111
C101016,2024-12-02,2,5154.0,287,2,1,1,211
C101017,2024-10-24,8,17346.0,326,1,4,4,144
C101018,2024-11-25,5,12393.0,294,2,3,3,233
C101019,2025-03-14,4,13002.0,185,2,3,3,233
C101020,2023-04-23,2,2412.0,876,1,1,1,111
C101021,2024-09-19,2,1705.0,361,1,1,1,111
C101022,2025-02-05,2,3360.0,222,2,1,1,211
C101023,2025-05-23,3,10216.0,115,3,2,3,323
C101024,2024-12-27,5,8944.0,262,2,3,2,232
C101025,2025-02-16,7,21314.0,211,2,4,4,244
C101026,2025-05-24,5,10434.0,114,3,3,3,333
C101027,2024-01-22,2,4430.0,602,1,1,1,111
C101028,2025-05-01,2,3788.0,137,3,1,1,311
C101029,2025-07-13,5,13178.0,64,4,3,3,433
C101030,2024-09-15,2,5535.0,365,1,1,2,112
C101031,2025-02-23,6,9787.0,204,2,4,3,243
C101032,2024-12-10,3,8271.0,279,2,2,2,222
C101033,2023-08-14,2,1893.0,763,1,1,1,111
C101034,2024-11-05,2,3210.0,314,2,1,1,211
C101035,2024-02-01,1,997.0,592,1,1,1,111
C101036,2025-05-30,7,16544.0,108,3,4,4,344
C101037,2025-08-29,5,26385.0,17,4,3,4,434
C101038,2025-06-27,6,13935.0,80,3,4,4,344
C101039,2024-06-06,1,3902.0,466,1,1,1,111
C101040,2025-01-12,4,7329.0,246,2,3,2,232
C101041,2025-07-08,4,5320.0,69,3,3,1,331
C101042,2025-05-30,6,17136.0,108,3,4,4,344
C101043,2025-06-11,5,11303.0,96,3,3,3,333
C101044,2025-04-28,2,3778.0,140,3,1,1,311
C101045,2025-03-22,5,12992.0,177,2,3,3,233
C101046,2025-09-04,7,9922.0,11,4,4,3,443
C101047,2025-08-28,5,10959.0,18,4,3,3,433
C101048,2024-09-07,3,5869.0,373,1,2,2,122
C101049,2025-05-02,7,14333.0,136,3,4,4,344
C101050,2024-10-25,5,6949.0,325,1,3,2,132
C101051,2025-08-29,5,11205.0,17,4,3,3,433
C101052,2025-07-10,3,8595.0,67,3,2,2,322
C101053,2024-05-29,3,11505.0,474,1,2,3,123
C101054,2025-05-15,8,18579.0,123,3,4,4,344
C101055,2025-07-02,4,7822.0,75,3,3,2,332
C101056,2024-10-31,2,4605.0,319,1,1,1,111
C101057,2025-06-02,10,25021.0,105,3,4,4,344
C101058,2024-09-09,3,7202.0,371,1,2,2,122
C101059,2025-06-24,6,10236.0,83,3,4,3,343
C101060,2025-03-03,3,4064.0,196,2,2,1,221
C101061,2025-06-22,3,5160.0,85,3,2,1,321
C101062,2024-09-06,6,26782.0,374,1,4,4,144
C101063,2025-05-04,2,5795.0,134,3,1,2,312
C101064,2023-10-14,2,6546.0,702,1,1,2,112
C101065,2025-05-21,7,20890.0,117,3,4,4,344
C101066,2025-05-23,4,9593.0,115,3,3,3,333
C101067,2024-10-27,3,7919.0,323,1,2,2,122
C101068,2023-11-18,4,8704.0,667,1,3,2,132
C101069,2025-03-07,4,9626.0,192,2,3,3,233
C101070,2025-06-20,8,16054.0,87,3,4,4,344
C101071,2024-10-31,4,12402.0,319,1,3,3,133
C101072,2025-06-20,1,709.0,87,3,1,1,311
C101073,2024-05-12,3,3882.0,491,1,2,1,121
C101074,2025-09-07,8,14180.0,8,4,4,4,444
C101075,2025-08-20,10,32485.0,26,4,4,4,444
C101076,2025-06-02,6,9222.0,105,3,4,2,342
C101077,2024-08-06,3,9951.0,405,1,2,3,123
C101078,2024-05-28,1,6750.0,475,1,1,2,112
C101079,2025-05-29,6,20560.0,109,3,4,4,344
C101080,2025-07-26,8,25444.0,51,4,4,4,444
C101081,2025-02-24,3,5838.0,203,2,2,2,222
C101082,2025-08-12,5,11585.0,34,4,3,3,433
C101083,2025-08-30,5,7523.0,16,4,3,2,432
C101084,2023-04-23,2,6304.0,876,1,1,2,112
C101085,2025-08-31,3,4988.0,15,4,2,1,421
C101086,2025-06-09,1,1284.0,98,3,1,1,311
C101087,2024-10-23,1,3185.0,327,1,1,1,111
C101088,2025-04-04,7,19284.0,164,2,4,4,244
C101089,2024-08-27,6,17529.0,384,1,4,4,144
C101090,2025-08-13,2,6898.0,33,4,1,2,412
C101091,2024-08-22,3,2671.0,389,1,2,1,121
C101092,2024-12-04,6,10549.0,285,2,4,3,243
C101093,2025-05-10,6,8058.0,128,3,4,2,342
C101094,2025-07-13,7,12889.0,64,4,4,3,443
C101095,2025-06-13,6,8084.0,94,3,4,2,342
C101096,2024-11-20,6,14607.0,299,2,4,4,244
C101097,2025-04-26,4,11791.0,142,3,3,3,333
C101098,2025-04-04,4,15328.0,164,2,3,4,234
C101099,2024-09-24,5,12734.0,356,1,3,3,133
C101100,2025-06-30,8,12495.0,77,3,4,3,343
C101101,2025-02-17,4,8865.0,210,2,3,2,232
C101102,2025-08-27,4,6105.0,19,4,3,2,432
C101103,2025-08-31,3,4183.0,15,4,2,1,421
C101104,2025-07-19,7,14676.0,58,4,4,4,444
C101105,2024-10-25,4,8350.0,325,1,3,2,132
C101106,2025-01-22,5,14320.0,236,2,3,4,234
C101107,2025-07-03,3,8676.0,74,3,2,2,322
C101108,2025-07-09,1,3434.0,68,3,1,1,311
C101109,2024-11-22,7,14923.0,297,2,4,4,244
C101110,2025-04-19,6,24370.0,149,3,4,4,344
C101111,2023-12-10,2,4090.0,645,1,1,1,111
C101112,2025-06-12,6,11330.0,95,3,4,3,343
C101113,2024-11-24,2,6091.0,295,2,1,2,212
C101114,2024-11-11,2,5466.0,308,2,1,2,212
C101115,2025-02-17,3,10065.0,210,2,2,3,223
C101116,2025-08-08,6,20999.0,38,4,4,4,444
C101117,2023-12-08,2,2797.0,647,1,1,1,111
C101118,2025-08-13,4,11609.0,33,4,3,3,433
C101119,2024-03-31,3,6564.0,533,1,2,2,122
C101120,2024-08-25,3,4364.0,386,1,2,1,121
C101121,2025-03-07,1,2584.0,192,2,1,1,211
C101122,2025-08-14,4,10270.0,32,4,3,3,433
C101123,2025-06-10,2,7146.0,97,3,1,2,312
C101124,2025-07-17,4,12873.0,60,4,3,3,433
C101125,2025-01-15,4,4598.0,243,2,3,1,231
C101126,2025-08-15,9,16541.0,31,4,4,4,444
C101127,2025-07-28,4,5769.0,49,4,3,2,432
C101128,2024-11-30,2,3389.0,289,2,1,1,211
C101129,2025-07-07,8,20699.0,70,3,4,4,344
C101130,2025-05-16,5,13555.0,122,3,3,3,333
C101131,2024-03-14,1,4041.0,550,1,1,1,111
C101132,2025-05-03,5,10200.0,135,3,3,3,333
C101133,2025-06-15,5,10414.0,92,3,3,3,333
C101134,2025-08-20,4,15158.0,26,4,3,4,434
C101135,2025-06-23,5,14293.0,84,3,3,4,334
C101136,2025-05-25,3,5576.0,113,3,2,2,322
C101137,2024-10-21,4,10199.0,329,1,3,3,133
C101138,2025-05-15,9,28953.0,123,3,4,4,344
C101139,2025-06-13,4,14269.0,94,3,3,4,334
C101140,2025-04-08,4,5038.0,160,2,3,1,231
C101141,2024-10-13,5,11382.0,337,1,3,3,133
C101142,2024-05-10,3,10466.0,493,1,2,3,123
C101143,2025-07-22,8,17964.0,55,4,4,4,444
C101144,2025-06-01,1,971.0,106,3,1,1,311
C101145,2025-08-27,4,7043.0,19,4,3,2,432
C101146,2024-06-08,5,15531.0,464,1,3,4,134
C101147,2024-12-12,2,3241.0,277,2,1,1,211
C101148,2024-03-14,3,9137.0,550,1,2,2,122
C101149,2025-04-12,3,7256.0,156,2,2,2,222
C101150,2024-10-11,5,10717.0,339,1,3,3,133
C101151,2025-02-02,8,20701.0,225,2,4,4,244
C101152,2025-09-12,5,5572.0,3,4,3,2,432
C101153,2025-03-06,4,5640.0,193,2,3,2,232
C101154,2024-12-09,5,12851.0,280,2,3,3,233
C101155,2025-05-31,5,10369.0,107,3,3,3,333
C101156,2023-12-01,3,9543.0,654,1,2,3,123
C101157,2025-01-09,5,12041.0,249,2,3,3,233
C101158,2025-03-30,4,7704.0,169,2,3,2,232
C101159,2024-12-16,7,11013.0,273,2,4,3,243
C101160,2025-03-13,4,6660.0,186,2,3,2,232
C101161,2025-03-09,8,18093.0,190,2,4,4,244
C101162,2025-06-09,3,6634.0,98,3,2,2,322
C101163,2025-05-14,1,738.0,124,3,1,1,311
C101164,2025-08-03,7,20023.0,43,4,4,4,444
C101165,2025-05-30,7,22254.0,108,3,4,4,344
C101166,2025-08-17,2,12865.0,29,4,1,3,413
C101167,2025-03-24,3,9819.0,175,2,2,3,223
C101168,2025-03-23,7,14802.0,176,2,4,4,244
C101169,2024-11-06,8,18545.0,313,2,4,4,244
C101170,2024-04-03,2,3969.0,530,1,1,1,111
C101171,2025-02-23,3,11621.0,204,2,2,3,223
C101172,2025-09-14,6,19120.0,1,4,4,4,444
C101173,2025-04-20,5,17696.0,148,3,3,4,334
C101174,2024-12-26,3,4167.0,263,2,2,1,221
C101175,2025-07-03,4,12102.0,74,3,3,3,333
C101176,2025-04-04,7,13653.0,164,2,4,4,244
C101177,2025-01-17,5,12746.0,241,2,3,3,233
C101178,2025-01-01,4,3886.0,257,2,3,1,231
C101179,2025-09-11,7,12121.5,4,4,4,3,443
C101180,2025-07-07,5,10696.0,70,3,3,3,333
C101181,2025-04-28,2,2224.0,140,3,1,1,311
C101182,2025-07-05,3,7636.0,72,3,2,2,322
C101183,2025-05-31,4,9581.0,107,3,3,3,333
C101184,2024-10-02,7,16062.0,348,1,4,4,144
C101185,2025-09-02,6,11160.0,13,4,4,3,443
C101186,2024-11-23,4,6590.0,296,2,3,2,232
C101187,2025-04-25,5,11926.0,143,3,3,3,333
C101188,2024-06-20,3,8511.0,452,1,2,2,122
C101189,2025-03-16,8,15826.0,183,2,4,4,244
C101190,2024-06-18,3,5296.0,454,1,2,1,121
C101191,2024-09-07,4,7967.0,373,1,3,2,132
C101192,2023-10-10,1,1065.0,706,1,1,1,111
C101193,2025-02-12,7,16363.0,215,2,4,4,244
C101194,2024-11-13,3,4386.0,306,2,2,1,221
C101195,2025-03-29,5,15102.0,170,2,3,4,234
C101196,2025-09-14,7,17610.0,1,4,4,4,444
C101197,2025-08-10,5,17605.0,36,4,3,4,434
C101198,2025-01-29,5,15437.0,229,2,3,4,234
C101199,2023-09-19,2,3932.0,727,1,1,1,111
C101200,2025-03-11,1,2638.0,188,2,1,1,211
C101201,2024-08-24,3,8004.0,387,1,2,2,122
C101202,2025-02-16,4,4724.0,211,2,3,1,231
C101203,2024-11-25,8,23897.0,294,2,4,4,244
C101204,2024-10-02,5,19224.0,348,1,3,4,134
C101205,2024-12-20,3,10142.0,269,2,2,3,223
C101206,2025-04-17,6,25639.0,151,3,4,4,344
C101207,2025-03-12,5,21542.0,187,2,3,4,234
C101208,2024-10-27,3,4250.0,323,1,2,1,121
C101209,2025-07-28,3,10880.0,49,4,2,3,423
C101210,2025-07-01,3,15978.0,76,3,2,4,324
C101211,2025-05-01,5,11634.0,137,3,3,3,333
C101212,2025-06-30,9,31922.0,77,3,4,4,344
C101213,2025-03-09,3,5965.0,190,2,2,2,222
C101214,2025-05-16,6,9923.0,122,3,4,3,343
C101215,2025-05-28,5,14273.0,110,3,3,4,334
C101216,2025-07-23,7,13894.0,54,4,4,4,444
C101217,2024-06-20,3,5342.0,452,1,2,1,121
C101218,2024-05-01,4,6829.0,502,1,3,2,132
C101219,2025-06-05,6,15499.0,102,3,4,4,344
C101220,2025-04-22,5,12383.0,146,3,3,3,333
C101221,2025-02-05,4,12253.0,222,2,3,3,233
C101222,2025-07-14,5,12034.0,63,4,3,3,433
C101223,2025-06-22,6,18122.0,85,3,4,4,344
C101224,2025-08-14,2,10306.0,32,4,1,3,413
C101225,2025-05-08,7,18081.0,130,3,4,4,344
C101226,2025-04-28,5,20450.0,140,3,3,4,334
C101227,2025-06-29,2,6086.0,78,3,1,2,312
C101228,2024-03-12,3,10383.0,552,1,2,3,123
C101230,2025-07-15,7,13342.0,62,4,4,3,443
C101231,2025-03-25,6,15948.0,174,2,4,4,244
C101232,2024-10-31,4,14741.0,319,1,3,4,134
C101233,2025-05-20,4,16005.0,118,3,3,4,334
C101234,2025-05-16,4,7112.0,122,3,3,2,332
C101235,2025-08-31,3,2917.0,15,4,2,1,421
C101236,2024-12-10,3,8110.0,279,2,2,2,222
C101237,2025-07-09,3,3793.0,68,3,2,1,321
C101238,2025-01-10,6,15893.0,248,2,4,4,244
C101239,2025-04-09,4,10190.0,159,2,3,3,233
C101240,2025-07-09,5,12437.0,68,3,3,3,333
C101241,2024-08-27,4,15160.0,384,1,3,4,134
C101242,2025-06-30,6,15743.0,77,3,4,4,344
C101243,2025-07-14,3,9915.0,63,4,2,3,423
C101244,2025-07-05,7,14612.0,72,3,4,4,344
C101245,2025-01-27,5,18162.0,231,2,3,4,234
C101246,2025-02-06,2,3716.0,221,2,1,1,211
C101247,2025-07-09,3,7367.0,68,3,2,2,322
C101248,2024-06-19,3,7889.0,453,1,2,2,122
C101249,2025-07-20,2,3859.0,57,4,1,1,411
C101250,2025-02-01,3,7756.0,226,2,2,2,222
C101251,2025-02-27,6,16351.0,200,2,4,4,244
C101252,2025-08-30,2,2000.0,16,4,1,1,411
C101253,2025-02-22,6,20657.0,205,2,4,4,244
C101254,2024-12-26,4,6360.0,263,2,3,2,232
C101255,2024-03-09,3,12000.0,555,1,2,3,123
C101256,2024-10-24,2,5792.0,326,1,1,2,112
C101257,2025-05-06,5,7088.0,132,3,3,2,332
C101258,2024-09-25,3,8564.0,355,1,2,2,122
C101259,2025-07-07,4,8663.0,70,3,3,2,332
C101260,2024-06-03,4,20425.0,469,1,3,4,134
C101262,2024-12-26,2,5987.0,263,2,1,2,212
C101263,2025-04-11,2,4149.0,157,2,1,1,211
C101264,2025-02-02,5,13846.0,225,2,3,4,234
C101265,2025-07-24,6,8446.0,53,4,4,2,442
C101266,2025-06-26,6,12131.0,81,3,4,3,343
C101267,2024-08-08,3,4744.0,403,1,2,1,121
C101268,2023-12-30,4,7370.0,625,1,3,2,132
C101269,2025-08-30,3,4964.0,16,4,2,1,421
C101270,2024-10-23,3,4465.0,327,1,2,1,121
C101271,2025-08-09,3,8144.0,37,4,2,2,422
C101272,2025-06-01,2,2570.0,106,3,1,1,311
C101273,2025-08-11,3,7678.0,35,4,2,2,422
C101274,2025-07-24,4,11572.0,53,4,3,3,433
C101275,2024-07-22,3,4725.0,420,1,2,1,121
C101276,2025-07-06,3,10103.0,71,3,2,3,323
C101277,2024-03-01,5,19018.0,563,1,3,4,134
C101278,2025-09-06,8,23080.0,9,4,4,4,444
C101279,2024-09-09,2,5861.0,371,1,1,2,112
C101280,2025-04-10,7,21243.0,158,2,4,4,244
C101281,2024-01-19,3,7753.0,605,1,2,2,122
C101282,2024-03-23,4,7622.0,541,1,3,2,132
C101283,2025-08-02,7,14834.0,44,4,4,4,444
C101284,2025-07-31,7,27156.0,46,4,4,4,444
C101285,2024-08-28,3,5319.0,383,1,2,1,121
C101286,2025-07-30,4,9402.0,47,4,3,3,433
C101287,2025-08-11,4,5591.0,35,4,3,2,432
C101288,2023-10-29,2,3418.0,687,1,1,1,111
C101289,2024-06-13,3,10107.0,459,1,2,3,123
C101290,2023-10-28,1,2436.0,688,1,1,1,111
C101291,2024-10-27,5,11951.0,323,1,3,3,133
C101292,2025-07-20,5,11194.0,57,4,3,3,433
C101293,2025-05-10,4,6563.0,128,3,3,2,332
C101294,2025-04-24,5,8560.0,144,3,3,2,332
C101295,2025-01-28,4,10775.0,230,2,3,3,233
C101296,2025-07-26,7,17202.0,51,4,4,4,444
C101297,2024-07-24,3,7041.0,418,1,2,2,122
C101298,2025-02-06,3,6906.0,221,2,2,2,222
C101299,2025-08-31,5,4411.0,15,4,3,1,431
C101300,2024-12-04,5,16339.0,285,2,3,4,234
C101301,2024-11-29,8,28918.0,290,2,4,4,244
C101302,2025-08-15,3,6489.0,31,4,2,2,422
C101303,2025-05-15,6,25450.0,123,3,4,4,344
C101304,2025-04-04,8,18925.0,164,2,4,4,244
C101305,2023-11-23,3,2581.0,662,1,2,1,121
C101306,2023-11-26,3,5554.0,659,1,2,2,122
C101307,2023-05-29,1,2096.0,840,1,1,1,111
C101308,2025-08-20,7,15861.0,26,4,4,4,444
C101309,2025-06-24,4,10950.0,83,3,3,3,333
C101310,2025-08-30,4,9261.0,16,4,3,3,433
C101311,2024-05-20,3,8345.0,483,1,2,2,122
C101312,2025-06-08,4,10632.0,99,3,3,3,333
C101313,2025-07-08,6,30768.0,69,3,4,4,344
C101314,2025-05-12,4,11973.0,126,3,3,3,333
C101315,2025-08-19,4,7872.0,27,4,3,2,432
C101316,2025-03-16,5,15534.0,183,2,3,4,234
C101317,2025-09-07,6,12838.0,8,4,4,3,443
C101318,2024-01-16,4,4908.0,608,1,3,1,131
C101319,2025-08-28,4,11505.0,18,4,3,3,433
C101320,2025-01-27,3,5960.0,231,2,2,2,222
C101321,2025-08-22,1,1226.0,24,4,1,1,411
C101322,2025-06-15,2,1974.0,92,3,1,1,311
C101323,2024-02-16,4,7246.0,577,1,3,2,132
C101324,2024-07-17,1,3201.0,425,1,1,1,111
C101325,2025-08-13,4,9627.0,33,4,3,3,433
C101326,2024-12-12,3,8548.0,277,2,2,2,222
C101327,2025-02-23,7,18057.0,204,2,4,4,244
C101328,2024-11-22,2,4206.0,297,2,1,1,211
C101329,2025-07-25,5,16865.0,52,4,3,4,434
C101330,2025-09-10,5,11100.0,5,4,3,3,433
C101331,2025-01-23,5,8970.0,235,2,3,2,232
C101332,2024-11-14,5,13584.0,305,2,3,3,233
C101333,2025-09-10,7,15737.0,5,4,4,4,444
C101334,2025-05-21,5,7230.0,117,3,3,2,332
C101335,2025-02-18,3,2760.0,209,2,2,1,221
C101336,2025-02-14,5,8760.0,213,2,3,2,232
C101338,2025-07-02,2,5457.0,75,3,1,2,312
C101339,2025-05-31,4,6946.0,107,3,3,2,332
C101340,2024-06-25,2,6701.0,447,1,1,2,112
C101341,2025-07-24,4,15694.0,53,4,3,4,434
C101342,2025-06-05,1,419.0,102,3,1,1,311
C101343,2025-03-08,4,7276.0,191,2,3,2,232
C101344,2025-07-11,4,15978.0,66,4,3,4,434
C101345,2025-08-20,8,18278.0,26,4,4,4,444
C101346,2024-01-20,1,3216.0,604,1,1,1,111
C101347,2024-12-01,2,8236.0,288,2,1,2,212
C101348,2025-08-23,6,13978.0,23,4,4,4,444
C101349,2025-04-19,2,2525.0,149,3,1,1,311
C101351,2024-10-14,6,16538.0,336,1,4,4,144
C101352,2024-07-10,5,10202.0,432,1,3,3,133
C101353,2025-03-15,4,7650.0,184,2,3,2,232
C101354,2024-12-12,4,7803.0,277,2,3,2,232
C101355,2025-05-30,1,2634.0,108,3,1,1,311
C101356,2025-04-03,9,29131.0,165,2,4,4,244
C101357,2025-09-09,5,14629.0,6,4,3,4,434
C101358,2025-07-30,3,5318.0,47,4,2,1,421
C101359,2025-09-10,10,28382.0,5,4,4,4,444
C101360,2025-08-19,6,14570.0,27,4,4,4,444
C101361,2025-05-20,6,13426.0,118,3,4,3,343
C101362,2025-06-25,4,7933.0,82,3,3,2,332
C101363,2025-06-30,3,9515.0,77,3,2,3,323
C101364,2025-07-26,1,2523.0,51,4,1,1,411
C101365,2024-12-27,5,11657.0,262,2,3,3,233
C101366,2023-07-10,2,3953.0,798,1,1,1,111
C101367,2023-09-30,2,9788.0,716,1,1,3,113
C101368,2024-10-07,4,17969.0,343,1,3,4,134
C101369,2025-07-30,7,18184.0,47,4,4,4,444
C101370,2025-04-30,2,8912.0,138,3,1,2,312
C101371,2025-06-15,4,8294.0,92,3,3,2,332
C101372,2025-06-12,3,7060.0,95,3,2,2,322
C101373,2025-06-15,4,11103.0,92,3,3,3,333
C101374,2025-06-04,7,13062.0,103,3,4,3,343
C101375,2024-10-31,2,2822.0,319,1,1,1,111
C101376,2024-09-12,3,7521.0,368,1,2,2,122
C101377,2024-04-27,6,10470.0,506,1,4,3,143
C101379,2025-04-25,6,9999.0,143,3,4,3,343
C101380,2025-07-14,3,5381.0,63,4,2,2,422
C101381,2025-07-10,6,24463.0,67,3,4,4,344
C101382,2025-06-24,3,6198.0,83,3,2,2,322
C101383,2024-06-30,4,3769.0,442,1,3,1,131
C101384,2025-06-09,5,15230.0,98,3,3,4,334
C101385,2025-04-21,3,9922.0,147,3,2,3,323
C101386,2023-08-21,3,5508.0,756,1,2,2,122
C101387,2024-08-04,2,4577.0,407,1,1,1,111
C101388,2025-09-08,8,30624.0,7,4,4,4,444
C101389,2024-08-30,4,10777.0,381,1,3,3,133
C101390,2025-04-11,4,9534.0,157,2,3,3,233
C101391,2025-08-13,7,23901.0,33,4,4,4,444
C101392,2025-05-21,6,24458.0,117,3,4,4,344
C101393,2024-12-15,2,1964.0,274,2,1,1,211
C101394,2024-02-15,3,6268.0,578,1,2,2,122
C101395,2025-04-29,8,13034.0,139,3,4,3,343
C101396,2025-01-18,4,16517.0,240,2,3,4,234
C101397,2025-03-01,4,8095.0,198,2,3,2,232
C101398,2024-03-03,4,7042.0,561,1,3,2,132
C101399,2025-06-14,4,5992.0,93,3,3,2,332
C101400,2025-08-19,5,6803.0,27,4,3,2,432
C101401,2025-04-09,7,13248.0,159,2,4,3,243
C101402,2025-08-17,2,1806.0,29,4,1,1,411
C101403,2025-09-09,5,10326.0,6,4,3,3,433
C101404,2025-06-28,5,10604.0,79,3,3,3,333
C101405,2025-05-16,5,23857.0,122,3,3,4,334
C101406,2025-08-25,3,9464.0,21,4,2,3,423
C101407,2024-12-28,2,5574.0,261,2,1,2,212
C101408,2025-05-23,3,9122.0,115,3,2,2,322
C101409,2024-07-12,3,6857.0,430,1,2,2,122
C101410,2025-03-25,6,25347.0,174,2,4,4,244
C101411,2023-06-17,3,7481.0,821,1,2,2,122
C101412,2024-10-09,3,4815.0,341,1,2,1,121
C101413,2024-09-21,4,5989.0,359,1,3,2,132
C101414,2024-12-13,4,15605.0,276,2,3,4,234
C101415,2025-03-09,5,14909.0,190,2,3,4,234
C101416,2024-11-09,4,7429.0,310,2,3,2,232
C101417,2025-08-12,6,14908.0,34,4,4,4,444
C101418,2025-06-11,1,2254.0,96,3,1,1,311
C101419,2025-08-21,3,3737.0,25,4,2,1,421
C101420,2025-08-10,4,15647.0,36,4,3,4,434
C101421,2025-09-04,8,17772.0,11,4,4,4,444
C101422,2025-06-27,3,2946.0,80,3,2,1,321
C101423,2024-02-05,3,3969.0,588,1,2,1,121
C101424,2025-04-01,4,4575.0,167,2,3,1,231
C101425,2025-08-12,7,13649.0,34,4,4,3,443
C101426,2024-06-21,5,16590.0,451,1,3,4,134
C101427,2024-04-20,2,3305.0,513,1,1,1,111
C101428,2025-07-28,5,11188.0,49,4,3,3,433
C101429,2025-06-04,1,1139.0,103,3,1,1,311
C101430,2025-06-20,4,11908.0,87,3,3,3,333
C101431,2024-12-26,1,2386.0,263,2,1,1,211
C101432,2025-02-10,4,9109.0,217,2,3,2,232
C101433,2025-04-26,5,9681.0,142,3,3,3,333
C101434,2023-10-08,1,2762.0,708,1,1,1,111
C101435,2024-05-08,3,11951.0,495,1,2,3,123
C101436,2025-05-30,6,17658.0,108,3,4,4,344
C101437,2024-05-07,2,3464.0,496,1,1,1,111
C101438,2025-04-12,7,15656.0,156,2,4,4,244
C101439,2025-08-09,6,16924.0,37,4,4,4,444
C101440,2025-08-07,7,15556.0,39,4,4,4,444
C101441,2024-11-11,3,12867.0,308,2,2,3,223
C101442,2024-12-21,4,12561.0,268,2,3,3,233
C101443,2025-07-21,8,19385.0,56,4,4,4,444
C101444,2025-07-07,2,9748.0,70,3,1,3,313
C101445,2025-06-07,5,10671.0,100,3,3,3,333
C101446,2025-03-12,6,9976.0,187,2,4,3,243
C101447,2024-11-14,6,21217.0,305,2,4,4,244
C101448,2025-05-15,3,6501.0,123,3,2,2,322
C101449,2025-05-28,2,3846.0,110,3,1,1,311
C101450,2024-06-12,3,6882.0,460,1,2,2,122
C101451,2025-07-28,5,10392.0,49,4,3,3,433
C101452,2024-11-06,2,4296.0,313,2,1,1,211
C101454,2025-08-09,4,12196.0,37,4,3,3,433
C101455,2025-07-13,4,7546.0,64,4,3,2,432
C101456,2024-12-27,1,684.0,262,2,1,1,211
C101457,2024-12-05,2,5210.0,284,2,1,1,211
C101458,2025-01-11,6,10308.0,247,2,4,3,243
C101459,2024-12-13,5,9746.0,276,2,3,3,233
C101460,2025-05-18,3,13574.0,120,3,2,3,323
C101461,2025-04-05,3,7239.0,163,2,2,2,222
C101462,2025-04-14,5,19788.0,154,3,3,4,334
C101463,2025-07-06,5,12035.0,71,3,3,3,333
C101464,2025-05-26,6,29913.0,112,3,4,4,344
C101465,2025-06-11,5,12908.0,96,3,3,3,333
C101466,2024-05-16,3,7109.0,487,1,2,2,122
C101467,2025-05-15,6,20148.0,123,3,4,4,344
C101468,2023-08-21,3,5768.0,756,1,2,2,122
C101469,2025-03-29,7,12086.0,170,2,4,3,243
C101470,2024-10-18,2,2106.0,332,1,1,1,111
C101471,2025-03-12,5,12429.0,187,2,3,3,233
C101472,2025-07-17,4,7376.0,60,4,3,2,432
C101473,2025-04-16,4,8066.0,152,3,3,2,332
C101474,2023-04-15,1,1996.0,884,1,1,1,111
C101475,2025-05-07,3,7314.0,131,3,2,2,322
C101476,2023-10-06,1,4290.0,710,1,1,1,111
C101477,2025-06-27,8,19983.0,80,3,4,4,344
C101478,2025-07-12,3,8829.0,65,4,2,2,422
C101479,2025-05-30,5,10727.0,108,3,3,3,333
C101480,2023-02-13,1,636.0,945,1,1,1,111
C101481,2025-04-16,5,9881.0,152,3,3,3,333
C101482,2025-09-08,5,6727.0,7,4,3,2,432
C101483,2025-07-16,4,19664.0,61,4,3,4,434
C101484,2024-12-02,5,7022.0,287,2,3,2,232
C101485,2024-09-17,5,6230.0,363,1,3,2,132
C101486,2024-11-26,5,7898.0,293,2,3,2,232
C101487,2025-03-29,4,5836.0,170,2,3,2,232
C101488,2025-01-22,2,4828.0,236,2,1,1,211
C101489,2025-07-11,5,7911.0,66,4,3,2,432
C101490,2025-03-27,3,7014.0,172,2,2,2,222
C101491,2025-09-03,5,12270.0,12,4,3,3,433
C101492,2025-01-23,3,5141.0,235,2,2,1,221
C101494,2024-12-31,6,13909.0,258,2,4,4,244
C101495,2024-05-11,4,10387.0,492,1,3,3,133
C101496,2025-06-21,2,8868.0,86,3,1,2,312
C101497,2025-03-07,4,9420.0,192,2,3,3,233
C101498,2025-06-16,5,7189.0,91,3,3,2,332
C101499,2025-06-17,5,13610.0,90,3,3,3,333
C101500,2024-09-07,5,13946.0,373,1,3,4,134
C101501,2024-10-28,3,10487.0,322,1,2,3,123
C101502,2025-04-16,6,14971.0,152,3,4,4,344
C101503,2024-11-16,6,7138.0,303,2,4,2,242
C101504,2025-07-17,3,5011.0,60,4,2,1,421
C101505,2025-04-30,4,11809.0,138,3,3,3,333
C101506,2025-07-17,5,8205.0,60,4,3,2,432
C101507,2025-01-13,6,9331.0,245,2,4,3,243
C101508,2025-08-12,4,14860.0,34,4,3,4,434
C101509,2025-09-11,2,5820.0,4,4,1,2,412
C101510,2025-02-09,3,4293.0,218,2,2,1,221
C101511,2025-07-16,5,12287.0,61,4,3,3,433
C101512,2024-11-18,2,4659.0,301,2,1,1,211
C101513,2024-07-20,6,18218.0,422,1,4,4,144
C101514,2024-03-04,1,4047.0,560,1,1,1,111
C101515,2024-10-01,6,19021.0,349,1,4,4,144
C101516,2024-08-20,3,2570.0,391,1,2,1,121
C101517,2025-06-09,3,4561.0,98,3,2,1,321
C101518,2025-08-29,3,11634.0,17,4,2,3,423
