order_id,order_date,customer_id,product,category,quantity,price,sales,cost,profit,age,gender,region,year,month,month_year
O208805,2023-07-08,C100138,Water Bottle,Sports,4,699.0,2796.0,1727,1069,34,Male,West,2023,7,2023-07
O209023,2024-09-19,C102255,Sneakers Lite,Clothing,2,812.0,1624.0,1217,407,20,Female,North,2024,9,2024-09
O202549,2025-01-02,C101710,Phone Case,Electronics,1,525.0,525.0,324,201,56,Other,Central,2025,1,2025-01
O206109,2025-07-22,C101143,Lip Balm,Beauty,1,989.0,989.0,793,196,24,Male,North,2025,7,2025-07
O203169,2024-07-03,C100761,Yoga Mat,Sports,2,465.0,930.0,638,292,20,Female,East,2024,7,2024-07
O206624,2023-10-03,C100045,Phone Case,Electronics,2,616.0,1232.0,1022,210,43,Female,East,2023,10,2023-10
O209950,2025-02-21,C101753,Phone Case,Electronics,2,738.0,1476.0,1154,322,43,Female,South,2025,2,2025-02
O206307,2023-03-14,C100491,Water Bottle,Sports,1,825.0,825.0,541,284,24,Female,Central,2023,3,2023-03
O201259,2023-02-03,C100674,Face Serum,Beauty,2,429.0,858.0,690,168,31,Male,South,2023,2,2023-02
O207928,2024-09-04,C101271,Bluetooth Speaker,Electronics,2,1300.0,2600.0,1700,900,30,Male,East,2024,9,2024-09
O206556,2024-07-03,C101934,LED Lamp,Home,2,675.0,1350.0,1143,207,41,Female,East,2024,7,2024-07
O207972,2024-11-29,C101965,Phone Case,Electronics,2,733.0,1466.0,1094,372,35,Male,West,2024,11,2024-11
O201024,2025-05-19,C102308,T-Shirt Classic,Clothing,2,1389.0,2778.0,1853,925,40,Female,West,2025,5,2025-05
O205896,2024-07-06,C102122,LED Lamp,Home,3,741.0,2223.0,1547,676,46,Male,South,2024,7,2024-07
O200752,2024-10-24,C101924,Ceramic Mug,Home,1,1055.0,1055.0,642,413,43,Female,North,2024,10,2024-10
O203999,2025-03-06,C101005,Lip Balm,Beauty,1,1041.0,1041.0,684,357,46,Male,North,2025,3,2025-03
O204884,2025-06-19,C102449,Sneakers Lite,Clothing,3,1169.0,3507.0,2409,1098,29,Female,West,2025,6,2025-06
O205428,2023-03-15,C100236,Dumbbell 5kg,Sports,3,982.0,2946.0,2046,900,40,Male,North,2023,3,2023-03
O201951,2024-06-21,C101870,Ceramic Mug,Home,3,1266.0,3798.0,2365,1433,35,Male,West,2024,6,2024-06
O205011,2023-08-29,C101151,Water Bottle,Sports,3,654.0,1962.0,1611,351,39,Female,West,2023,8,2023-08
O200351,2024-04-17,C100845,Smartwatch Pro,Electronics,2,1327.0,2654.0,2072,582,43,Female,North,2024,4,2024-04
O201511,2023-03-10,C100809,Slim Jeans,Clothing,3,690.0,2070.0,1301,769,44,Male,North,2023,3,2023-03
O204860,2023-02-26,C102417,Phone Case,Electronics,1,467.0,467.0,322,145,48,Female,West,2023,2,2023-02
O206363,2025-08-17,C101402,Water Bottle,Sports,2,645.0,1290.0,1045,245,36,Male,West,2025,8,2025-08
O206454,2024-06-03,C101561,Sneakers Lite,Clothing,2,1018.0,2036.0,1308,728,42,Male,Central,2024,6,2024-06
O205837,2023-08-03,C100440,Earbuds X1,Electronics,4,1755.0,7020.0,5837,1183,39,Female,West,2023,8,2023-08
O200701,2023-06-17,C101411,Yoga Mat,Sports,3,365.0,1095.0,791,304,40,Male,East,2023,6,2023-06
O205515,2025-01-02,C102473,Bluetooth Speaker,Electronics,2,1296.0,2592.0,2110,482,54,Other,West,2025,1,2025-01
O203662,2023-11-10,C101638,Portable Charger,Electronics,2,1292.0,2584.0,1906,678,21,Male,North,2023,11,2023-11
O206347,2025-01-20,C102361,Throw Pillow,Home,1,416.0,416.0,323,93,45,Female,Central,2025,1,2025-01
O207055,2025-04-28,C102277,Dumbbell 5kg,Sports,2,975.0,1950.0,1449,501,56,Male,North,2025,4,2025-04
O200561,2024-11-22,C100602,Sneakers Lite,Clothing,2,1192.0,2384.0,1441,943,53,Female,West,2024,11,2024-11
O202318,2024-04-03,C100780,Earbuds X1,Electronics,1,1355.0,1355.0,851,504,37,Male,North,2024,4,2024-04
O203098,2024-07-15,C100018,Throw Pillow,Home,3,614.0,1842.0,1272,570,60,Male,East,2024,7,2024-07
O203853,2023-09-27,C101891,Smartwatch Pro,Electronics,2,900.0,1800.0,1171,629,38,Male,North,2023,9,2023-09
O203150,2024-05-31,C100591,Face Serum,Beauty,2,445.0,890.0,728,162,22,Female,North,2024,5,2024-05
O207309,2024-07-02,C102137,Bed Sheet Set,Home,2,766.0,1532.0,949,583,36,Female,West,2024,7,2024-07
O204326,2025-07-17,C102411,Ceramic Mug,Home,4,1484.0,5936.0,4023,1913,25,Female,North,2025,7,2025-07
O208347,2023-02-02,C100923,Ceramic Mug,Home,3,1616.0,4848.0,3876,972,28,Male,South,2023,2,2023-02
O203573,2024-09-29,C100835,Face Serum,Beauty,1,624.0,624.0,449,175,40,Female,East,2024,9,2024-09
O204052,2025-04-27,C102429,Ceramic Mug,Home,3,1701.0,5103.0,3786,1317,34,Female,North,2025,4,2025-04
O204113,2024-04-20,C101588,Portable Charger,Electronics,1,2437.0,2437.0,1804,633,33,Female,East,2024,4,2024-04
O204704,2024-07-07,C101110,Portable Charger,Electronics,4,1947.0,7788.0,6581,1207,48,Male,South,2024,7,2024-07
O209783,2023-11-02,C100233,Yoga Mat,Sports,2,350.0,700.0,486,214,46,Female,North,2023,11,2023-11
O201047,2025-03-10,C100648,Earbuds X1,Electronics,3,1659.0,4977.0,3221,1756,54,Male,East,2025,3,2025-03
O202939,2024-10-09,C100207,LED Lamp,Home,3,656.0,1968.0,1631,337,27,Male,West,2024,10,2024-10
O201808,2025-05-02,C100603,LED Lamp,Home,4,660.0,2640.0,2175,465,51,Male,West,2025,5,2025-05
O203166,2023-06-10,C100832,Lip Balm,Beauty,4,725.0,2900.0,2294,606,45,Male,South,2023,6,2023-06
O200414,2024-02-02,C102261,Hoodie Cozy,Clothing,3,1703.0,5109.0,3703,1406,24,Male,North,2024,2,2024-02
O201340,2023-04-23,C100104,Face Serum,Beauty,2,600.0,1200.0,975,225,28,Male,West,2023,4,2023-04
O209399,2024-09-08,C101179,Smartwatch Pro,Electronics,2,1010.0,2020.0,1282,738,34,Male,East,2024,9,2024-09
O207348,2024-05-09,C100441,Portable Charger,Electronics,3,1611.0,4833.0,3822,1011,53,Female,West,2024,5,2024-05
O208493,2023-01-12,C100529,Hoodie Cozy,Clothing,2,1659.0,3318.0,2190,1128,42,Male,South,2023,1,2023-01
O209046,2025-09-10,C101918,T-Shirt Classic,Clothing,2,1581.0,3162.0,2344,818,35,Other,South,2025,9,2025-09
O204638,2024-09-16,C102160,Bluetooth Speaker,Electronics,2,2550.0,5100.0,3550,1550,41,Male,East,2024,9,2024-09
O207413,2023-01-26,C100364,Portable Charger,Electronics,1,2224.0,2224.0,1565,659,40,Female,North,2023,1,2023-01
O201469,2023-04-07,C102188,Phone Case,Electronics,3,683.0,2049.0,1395,654,18,Other,East,2023,4,2023-04
O201710,2024-02-22,C100665,LED Lamp,Home,3,471.0,1413.0,1184,229,57,Male,East,2024,2,2024-02
O208810,2024-05-10,C100542,LED Lamp,Home,3,515.0,1545.0,1157,388,51,Female,South,2024,5,2024-05
O208760,2025-05-13,C100388,LED Lamp,Home,4,486.0,1944.0,1630,314,32,Male,West,2025,5,2025-05
O202271,2025-04-10,C101280,Bluetooth Speaker,Electronics,4,2218.0,8872.0,7324,1548,38,Male,West,2025,4,2025-04
O201583,2024-10-27,C101067,Sunscreen SPF50,Beauty,3,547.0,1641.0,1343,298,56,Female,East,2024,10,2024-10
O201412,2023-01-05,C100064,Earbuds X1,Electronics,3,1985.0,5955.0,4916,1039,49,Female,West,2023,1,2023-01
O205303,2024-07-17,C101324,Lip Balm,Beauty,3,1067.0,3201.0,2084,1117,43,Male,North,2024,7,2024-07
O207700,2024-02-04,C100855,Yoga Mat,Sports,5,451.0,2255.0,1858,397,49,Male,East,2024,2,2024-02
O208804,2023-11-26,C100241,LED Lamp,Home,3,674.0,2022.0,1508,514,50,Male,South,2023,11,2023-11
O201722,2023-06-14,C100519,Hoodie Cozy,Clothing,1,1708.0,1708.0,1348,360,47,Male,West,2023,6,2023-06
O202024,2025-02-19,C101932,Sneakers Lite,Clothing,2,922.0,1844.0,1546,298,48,Female,East,2025,2,2025-02
O202212,2025-03-26,C100048,T-Shirt Classic,Clothing,2,1938.0,3876.0,2591,1285,25,Male,South,2025,3,2025-03
O201507,2023-10-19,C101075,Hoodie Cozy,Clothing,1,1104.0,1104.0,862,242,31,Female,West,2023,10,2023-10
O202622,2024-07-05,C100712,Phone Case,Electronics,1,909.0,909.0,756,153,44,Male,East,2024,7,2024-07
O205325,2025-08-03,C100766,Sneakers Lite,Clothing,4,818.0,3272.0,2469,803,34,Male,South,2025,8,2025-08
O209156,2023-10-11,C101219,Dumbbell 5kg,Sports,4,1285.0,5140.0,3423,1717,59,Male,South,2023,10,2023-10
O201321,2024-07-27,C100334,Bed Sheet Set,Home,2,702.0,1404.0,997,407,46,Other,Central,2024,7,2024-07
O200842,2023-01-29,C100166,Sunscreen SPF50,Beauty,2,406.0,812.0,661,151,28,Male,East,2023,1,2023-01
O201146,2023-07-14,C100915,T-Shirt Classic,Clothing,3,1783.0,5349.0,3532,1817,34,Male,Central,2023,7,2023-07
O203624,2023-08-17,C101231,Ceramic Mug,Home,2,1095.0,2190.0,1495,695,56,Male,South,2023,8,2023-08
O207728,2023-06-13,C102163,Hoodie Cozy,Clothing,2,1635.0,3270.0,2515,755,20,Male,North,2023,6,2023-06
O204239,2024-02-28,C100097,Face Serum,Beauty,3,493.0,1479.0,1100,379,23,Female,East,2024,2,2024-02
O209014,2024-03-22,C100762,Slim Jeans,Clothing,1,697.0,697.0,560,137,24,Male,South,2024,3,2024-03
O204710,2024-05-11,C101783,Portable Charger,Electronics,3,2319.0,6957.0,4327,2630,22,Female,West,2024,5,2024-05
O200463,2023-06-07,C100771,T-Shirt Classic,Clothing,3,1106.0,3318.0,2280,1038,28,Male,South,2023,6,2023-06
O201754,2023-04-29,C100202,Ceramic Mug,Home,4,1663.0,6652.0,4733,1919,57,Male,West,2023,4,2023-04
O208821,2025-06-27,C101038,Earbuds X1,Electronics,2,1337.0,2674.0,1739,935,53,Male,West,2025,6,2025-06
O206945,2023-07-10,C101421,Hoodie Cozy,Clothing,1,1249.0,1249.0,922,327,32,Other,North,2023,7,2023-07
O209489,2024-10-22,C100711,Portable Charger,Electronics,1,1851.0,1851.0,1422,429,33,Male,West,2024,10,2024-10
O204429,2023-11-14,C100223,Earbuds X1,Electronics,3,2174.0,6522.0,5065,1457,37,Male,North,2023,11,2023-11
O205552,2024-09-06,C100746,Hoodie Cozy,Clothing,4,1298.0,5192.0,3189,2003,39,Female,West,2024,9,2024-09
O206459,2023-08-25,C101253,Ceramic Mug,Home,2,1441.0,2882.0,2413,469,56,Female,Central,2023,8,2023-08
O200378,2023-05-11,C101832,LED Lamp,Home,1,602.0,602.0,363,239,34,Female,West,2023,5,2023-05
O203106,2023-05-10,C101458,Earbuds X1,Electronics,1,1948.0,1948.0,1382,566,53,Male,North,2023,5,2023-05
O208242,2023-10-05,C101176,Portable Charger,Electronics,1,1781.0,1781.0,1402,379,30,Male,South,2023,10,2023-10
O201335,2025-04-15,C102386,Earbuds X1,Electronics,5,1727.0,8635.0,6089,2546,53,Unknown,Central,2025,4,2025-04
O201223,2024-05-22,C101260,Lip Balm,Beauty,1,987.0,987.0,800,187,56,Male,West,2024,5,2024-05
O204802,2024-11-21,C101651,Throw Pillow,Home,1,572.0,572.0,397,175,51,Female,West,2024,11,2024-11
O202716,2025-05-31,C101585,LED Lamp,Home,2,500.0,1000.0,662,338,28,Female,North,2025,5,2025-05
O206885,2024-02-03,C100458,Bluetooth Speaker,Electronics,3,2299.0,6897.0,5436,1461,49,Male,South,2024,2,2024-02
O202952,2024-04-03,C101159,Yoga Mat,Sports,2,374.0,748.0,498,250,35,Female,West,2024,4,2024-04
O201350,2023-05-19,C100224,Bluetooth Speaker,Electronics,1,2363.0,2363.0,1740,623,49,Female,East,2023,5,2023-05
O201082,2024-02-26,C101951,Throw Pillow,Home,3,351.0,1053.0,669,384,51,Female,North,2024,2,2024-02
O205705,2023-05-21,C101795,Throw Pillow,Home,4,549.0,2196.0,1802,394,55,Female,East,2023,5,2023-05
O201811,2023-02-10,C101080,Phone Case,Electronics,3,497.0,1491.0,1131,360,28,Male,South,2023,2,2023-02
O204148,2024-06-29,C101525,Sunscreen SPF50,Beauty,4,328.0,1312.0,797,515,46,Male,North,2024,6,2024-06
O201351,2024-05-25,C101737,Ceramic Mug,Home,1,1183.0,1183.0,749,434,20,Male,North,2024,5,2024-05
O205048,2023-07-17,C102116,Sunscreen SPF50,Beauty,2,350.0,700.0,529,171,43,Male,South,2023,7,2023-07
O205354,2023-08-23,C100370,LED Lamp,Home,5,857.0,4285.0,3065,1220,43,Female,West,2023,8,2023-08
O201894,2024-12-13,C101736,Smartwatch Pro,Electronics,1,953.0,953.0,660,293,55,Female,South,2024,12,2024-12
O207048,2025-02-19,C102380,Sunscreen SPF50,Beauty,3,514.0,1542.0,1050,225,36,Female,East,2025,2,2025-02
O200565,2023-02-23,C101840,Sneakers Lite,Clothing,1,934.0,934.0,637,297,20,Female,South,2023,2,2023-02
O203960,2024-09-28,C100730,Sunscreen SPF50,Beauty,1,438.0,438.0,332,106,46,Female,East,2024,9,2024-09
O207300,2024-05-17,C102306,Water Bottle,Sports,4,880.0,3520.0,2962,558,31,Female,East,2024,5,2024-05
O203673,2024-08-09,C101031,LED Lamp,Home,1,531.0,531.0,437,94,29,Male,West,2024,8,2024-08
O204394,2024-10-09,C101182,Portable Charger,Electronics,2,2168.0,4336.0,2758,1578,27,Other,North,2024,10,2024-10
O207593,2023-02-16,C101479,Throw Pillow,Home,1,412.0,412.0,321,91,36,Female,Central,2023,2,2023-02
O201212,2024-06-09,C100100,Water Bottle,Sports,4,747.0,2988.0,1810,1178,32,Female,North,2024,6,2024-06
O201189,2023-12-03,C101101,Water Bottle,Sports,2,987.0,1974.0,1648,326,28,Male,East,2023,12,2023-12
O208488,2024-12-12,C102442,Sunscreen SPF50,Beauty,4,643.0,2572.0,1803,769,60,Male,North,2024,12,2024-12
O200898,2025-07-17,C101524,Earbuds X1,Electronics,2,2305.0,4610.0,2902,1708,50,Female,South,2025,7,2025-07
O204730,2024-03-10,C101759,Face Serum,Beauty,3,476.0,1428.0,1067,361,44,Male,North,2024,3,2024-03
O207826,2023-11-02,C102291,Yoga Mat,Sports,3,341.0,1023.0,725,298,56,Female,West,2023,11,2023-11
O204631,2024-09-19,C100447,Sunscreen SPF50,Beauty,3,444.0,1332.0,1098,234,37,Male,North,2024,9,2024-09
O209499,2024-05-10,C102100,Earbuds X1,Electronics,1,1997.0,1997.0,1447,550,56,Female,North,2024,5,2024-05
O203454,2024-05-19,C101272,Water Bottle,Sports,2,939.0,1878.0,1194,684,56,Male,South,2024,5,2024-05
O203609,2024-12-01,C102305,Phone Case,Electronics,1,436.0,436.0,307,129,25,Other,East,2024,12,2024-12
O209655,2025-08-30,C101083,Bluetooth Speaker,Electronics,2,1226.0,2452.0,1695,757,59,Female,North,2025,8,2025-08
O208793,2023-09-18,C101984,Earbuds X1,Electronics,2,2077.0,4154.0,3047,1107,33,Male,East,2023,9,2023-09
O209706,2025-06-11,C101043,Bluetooth Speaker,Electronics,1,2293.0,2293.0,1888,405,23,Male,South,2025,6,2025-06
O205767,2024-08-14,C100396,T-Shirt Classic,Clothing,4,1385.0,5540.0,3786,1754,19,Male,South,2024,8,2024-08
O204401,2024-09-12,C100588,LED Lamp,Home,3,743.0,2229.0,1784,445,25,Other,North,2024,9,2024-09
O204092,2025-07-12,C101478,Sneakers Lite,Clothing,4,1141.0,4564.0,3362,1386,27,Male,East,2025,7,2025-07
O205351,2024-06-03,C100492,LED Lamp,Home,2,688.0,1376.0,989,387,49,Female,West,2024,6,2024-06
O202332,2023-09-28,C101854,Portable Charger,Electronics,1,1868.0,1868.0,1344,524,32,Male,East,2023,9,2023-09
O206859,2025-07-28,C101127,Dumbbell 5kg,Sports,1,670.0,670.0,554,116,38,Male,South,2025,7,2025-07
O202262,2023-12-31,C101816,Portable Charger,Electronics,2,2569.0,5138.0,4110,1028,58,Female,South,2023,12,2023-12
O206821,2023-02-08,C101430,Portable Charger,Electronics,2,1607.0,3214.0,2149,1065,34,Female,South,2023,2,2023-02
O206334,2024-06-25,C100652,Bluetooth Speaker,Electronics,1,1488.0,1488.0,1219,269,55,Female,West,2024,6,2024-06
O202595,2024-07-15,C101025,Sneakers Lite,Clothing,5,778.0,3890.0,2334,1556,42,Male,Central,2024,7,2024-07
O209372,2024-08-31,C101566,Sunscreen SPF50,Beauty,3,382.0,1146.0,843,303,47,Male,South,2024,8,2024-08
O203593,2025-02-08,C101608,Dumbbell 5kg,Sports,1,865.0,865.0,676,189,23,Female,South,2025,2,2025-02
O205250,2024-05-03,C101114,T-Shirt Classic,Clothing,2,1555.0,3110.0,2345,765,38,Male,South,2024,5,2024-05
O201030,2024-12-14,C101438,Yoga Mat,Sports,1,337.0,337.0,235,102,44,Male,West,2024,12,2024-12
O207414,2025-03-25,C100922,Slim Jeans,Clothing,2,772.0,1544.0,1274,270,59,Unknown,East,2025,3,2025-03
O207145,2025-08-19,C101360,Dumbbell 5kg,Sports,4,1041.0,4164.0,2842,1322,23,Male,South,2025,8,2025-08
O203774,2024-12-10,C102291,Earbuds X1,Electronics,4,1815.0,7260.0,6160,1100,50,Male,North,2024,12,2024-12
O207911,2023-02-08,C100598,Smartwatch Pro,Electronics,3,1005.0,3015.0,1980,1035,48,Female,East,2023,2,2023-02
O207374,2023-07-27,C102041,Lip Balm,Beauty,2,958.0,1916.0,1396,520,51,Male,North,2023,7,2023-07
O205769,2024-07-08,C100106,Sunscreen SPF50,Beauty,3,474.0,1422.0,1169,253,56,Female,Central,2024,7,2024-07
O207416,2025-09-12,C100175,Earbuds X1,Electronics,1,2326.0,2326.0,1485,841,58,Male,North,2025,9,2025-09
O205882,2025-03-02,C100201,Sneakers Lite,Clothing,4,1346.0,5384.0,3502,1882,39,Male,West,2025,3,2025-03
O201755,2024-01-31,C101656,Sunscreen SPF50,Beauty,1,344.0,344.0,270,74,25,Female,East,2024,1,2024-01
O204304,2024-11-25,C101018,Sunscreen SPF50,Beauty,2,471.0,942.0,584,358,29,Female,North,2024,11,2024-11
O206569,2023-12-31,C101383,Smartwatch Pro,Electronics,1,928.0,928.0,675,253,46,Male,South,2023,12,2023-12
O205231,2023-08-16,C101973,Sunscreen SPF50,Beauty,3,405.0,1215.0,847,368,53,Female,West,2023,8,2023-08
O200231,2024-05-20,C101311,Face Serum,Beauty,3,651.0,1953.0,1529,424,45,Male,East,2024,5,2024-05
O207677,2023-05-21,C100307,Sneakers Lite,Clothing,3,862.0,2586.0,2094,492,54,Female,North,2023,5,2023-05
O200110,2024-12-27,C100545,Smartwatch Pro,Electronics,5,825.0,4125.0,3247,878,51,Male,South,2024,12,2024-12
O205492,2023-11-20,C101911,Sneakers Lite,Clothing,1,1310.0,1310.0,796,514,55,Male,East,2023,11,2023-11
O206752,2024-05-25,C101608,Earbuds X1,Electronics,4,2588.0,10352.0,7554,2798,46,Male,Central,2024,5,2024-05
O202514,2023-04-21,C101559,T-Shirt Classic,Clothing,3,1577.0,4731.0,3995,736,27,Unknown,East,2023,4,2023-04
O206000,2024-11-10,C101846,T-Shirt Classic,Clothing,2,1317.0,2634.0,2118,516,49,Male,South,2024,11,2024-11
O204367,2025-02-10,C101665,Earbuds X1,Electronics,1,2074.0,2074.0,1395,679,23,Male,North,2025,2,2025-02
O205229,2025-08-30,C100303,Throw Pillow,Home,3,557.0,1671.0,1131,540,25,Male,South,2025,8,2025-08
O202917,2025-03-03,C101060,Sunscreen SPF50,Beauty,2,470.0,940.0,643,297,38,Male,South,2025,3,2025-03
O205282,2023-12-28,C102312,Dumbbell 5kg,Sports,1,735.0,735.0,568,167,35,Female,West,2023,12,2023-12
O202992,2023-01-10,C102114,Lip Balm,Beauty,4,738.0,2952.0,1780,1172,60,Female,East,2023,1,2023-01
O202317,2025-08-04,C100718,Earbuds X1,Electronics,3,1813.0,5439.0,3545,1894,19,Male,West,2025,8,2025-08
O206847,2023-10-29,C100912,Bed Sheet Set,Home,4,722.0,2888.0,1989,899,20,Female,North,2023,10,2023-10
O207078,2025-01-08,C101530,Portable Charger,Electronics,2,1790.0,3580.0,3021,559,48,Female,North,2025,1,2025-01
O207037,2024-05-25,C101534,Slim Jeans,Clothing,1,651.0,651.0,550,101,21,Female,South,2024,5,2024-05
O201515,2025-04-21,C101385,Slim Jeans,Clothing,3,434.0,1302.0,1045,257,41,Male,East,2025,4,2025-04
O200216,2024-07-31,C100306,Face Serum,Beauty,1,754.0,754.0,633,121,40,Male,South,2024,7,2024-07
O209241,2024-11-27,C102254,Smartwatch Pro,Electronics,2,1255.0,2510.0,1589,921,39,Female,East,2024,11,2024-11
O209089,2025-01-26,C100196,Water Bottle,Sports,2,908.0,1816.0,1412,404,46,Male,West,2025,1,2025-01
O208444,2023-02-04,C101138,Earbuds X1,Electronics,3,1375.0,4125.0,3327,798,23,Male,North,2023,2,2023-02
O202263,2024-11-05,C101034,LED Lamp,Home,2,637.0,1274.0,622,274,38,Female,West,2024,11,2024-11
O205361,2023-02-19,C102351,Water Bottle,Sports,3,845.0,2535.0,1859,676,57,Male,South,2023,2,2023-02
O209988,2023-08-25,C101112,Throw Pillow,Home,2,580.0,1160.0,805,355,20,Female,South,2023,8,2023-08
O208525,2024-11-02,C101716,Portable Charger,Electronics,2,1755.0,3510.0,2196,1314,37,Female,West,2024,11,2024-11
O207225,2023-09-28,C100502,Dumbbell 5kg,Sports,6,752.0,4512.0,3048,1464,51,Male,South,2023,9,2023-09
O200893,2023-07-10,C100945,Bed Sheet Set,Home,2,624.0,1248.0,881,367,57,Male,North,2023,7,2023-07
O201490,2025-08-05,C101764,Yoga Mat,Sports,3,470.0,1410.0,889,521,32,Female,South,2025,8,2025-08
O203003,2025-05-08,C100694,Smartwatch Pro,Electronics,3,796.0,2388.0,1509,879,33,Male,East,2025,5,2025-05
O201850,2024-11-23,C101186,Phone Case,Electronics,3,731.0,2193.0,1849,344,32,Female,North,2024,11,2024-11
O208694,2024-05-12,C102368,Smartwatch Pro,Electronics,1,1232.0,1232.0,905,327,58,Female,West,2024,5,2024-05
O208780,2024-06-04,C100174,Throw Pillow,Home,2,564.0,1128.0,934,194,43,Female,North,2024,6,2024-06
O200324,2024-04-08,C101602,Sunscreen SPF50,Beauty,2,429.0,858.0,643,215,32,Male,South,2024,4,2024-04
O201215,2025-06-01,C100242,Ceramic Mug,Home,4,1042.0,4168.0,3333,835,52,Female,North,2025,6,2025-06
O202899,2025-02-21,C100386,Bed Sheet Set,Home,4,873.0,3492.0,2572,920,37,Female,West,2025,2,2025-02
O202933,2024-05-08,C101301,Water Bottle,Sports,3,755.0,2265.0,1661,604,56,Male,East,2024,5,2024-05
O203658,2025-07-20,C101249,Water Bottle,Sports,3,879.0,2637.0,1753,596,36,Male,Central,2025,7,2025-07
O206927,2025-04-28,C100191,Ceramic Mug,Home,1,1470.0,1470.0,1158,312,58,Female,South,2025,4,2025-04
O206717,2024-03-13,C100889,Bluetooth Speaker,Electronics,3,1840.0,5520.0,4175,1345,33,Male,South,2024,3,2024-03
O207501,2024-01-06,C101230,LED Lamp,Home,3,624.0,1872.0,1411,461,26,Male,North,2024,1,2024-01
O208614,2023-11-06,C101104,Dumbbell 5kg,Sports,3,1321.0,3963.0,2812,1151,34,Male,South,2023,11,2023-11
O206209,2025-01-27,C102280,T-Shirt Classic,Clothing,3,1072.0,3216.0,2042,1174,43,Female,North,2025,1,2025-01
O209753,2024-03-22,C101241,Phone Case,Electronics,3,435.0,1305.0,1086,219,26,Unknown,Central,2024,3,2024-03
O201129,2023-04-21,C100766,Sneakers Lite,Clothing,1,1581.0,1581.0,1261,320,47,Male,North,2023,4,2023-04
O204818,2025-04-19,C101349,LED Lamp,Home,2,808.0,1616.0,1196,420,22,Female,West,2025,4,2025-04
O202918,2025-03-14,C101054,Dumbbell 5kg,Sports,2,639.0,1278.0,878,400,27,Male,West,2025,3,2025-03
O209414,2023-05-06,C100756,Throw Pillow,Home,3,653.0,1959.0,1515,444,36,Male,West,2023,5,2023-05
O207998,2024-09-01,C100532,LED Lamp,Home,2,577.0,1154.0,832,322,35,Male,East,2024,9,2024-09
O209125,2025-04-13,C101673,Phone Case,Electronics,3,700.0,2100.0,1479,621,52,Male,West,2025,4,2025-04
O203883,2025-09-04,C101421,Bed Sheet Set,Home,2,999.0,1998.0,1480,518,52,Male,North,2025,9,2025-09
O204955,2024-10-31,C102335,Sunscreen SPF50,Beauty,2,348.0,696.0,461,235,55,Female,Central,2024,10,2024-10
O200208,2023-02-05,C102471,Throw Pillow,Home,1,694.0,694.0,520,174,31,Male,West,2023,2,2023-02
O203254,2025-06-17,C101273,Earbuds X1,Electronics,2,2106.0,4212.0,3211,1001,37,Male,South,2025,6,2025-06
O202795,2025-05-30,C102381,Earbuds X1,Electronics,5,2224.0,11120.0,6802,4318,52,Female,Central,2025,5,2025-05
O203921,2024-09-20,C102418,LED Lamp,Home,4,428.0,1712.0,1166,546,29,Female,East,2024,9,2024-09
O205228,2024-04-28,C101828,Portable Charger,Electronics,2,2433.0,4866.0,4128,738,58,Female,East,2024,4,2024-04
O200798,2025-08-05,C100885,Water Bottle,Sports,2,1081.0,2162.0,1527,635,54,Male,North,2025,8,2025-08
O209133,2024-11-04,C101467,LED Lamp,Home,2,636.0,1272.0,1000,272,27,Female,North,2024,11,2024-11
O200734,2024-01-11,C101922,Portable Charger,Electronics,2,1550.0,3100.0,1874,1226,36,Female,West,2024,1,2024-01
O202244,2024-12-18,C101645,Yoga Mat,Sports,1,503.0,503.0,360,143,20,Male,West,2024,12,2024-12
O200178,2023-01-05,C101207,Sunscreen SPF50,Beauty,4,426.0,1704.0,1411,293,48,Female,West,2023,1,2023-01
O205868,2024-02-29,C101076,Ceramic Mug,Home,2,1282.0,2564.0,1840,984,18,Female,West,2024,2,2024-02
O207054,2024-07-20,C102144,T-Shirt Classic,Clothing,2,1331.0,2662.0,1937,725,58,Female,Central,2024,7,2024-07
O201174,2025-03-23,C100842,Dumbbell 5kg,Sports,1,950.0,950.0,769,181,53,Male,South,2025,3,2025-03
O206686,2023-04-03,C101219,Phone Case,Electronics,3,538.0,1614.0,1342,272,48,Male,North,2023,4,2023-04
O207091,2023-03-13,C101664,Yoga Mat,Sports,4,433.0,1732.0,1279,453,35,Other,East,2023,3,2023-03
O201831,2023-09-25,C100087,Throw Pillow,Home,3,690.0,2070.0,1682,388,52,Female,West,2023,9,2023-09
O208047,2024-08-30,C101818,Yoga Mat,Sports,4,549.0,2196.0,1779,417,43,Female,West,2024,8,2024-08
O207900,2024-02-28,C101890,Lip Balm,Beauty,4,1010.0,4040.0,3007,1033,56,Male,West,2024,2,2024-02
O207947,2024-03-29,C102467,Bed Sheet Set,Home,1,614.0,614.0,451,163,50,Female,North,2024,3,2024-03
O207313,2025-05-19,C100837,Portable Charger,Electronics,5,1407.0,7035.0,4450,2585,28,Female,Central,2025,5,2025-05
O208084,2023-07-31,C101681,Phone Case,Electronics,3,471.0,1413.0,1132,281,22,Male,Central,2023,7,2023-07
O200198,2023-04-06,C100574,Yoga Mat,Sports,3,470.0,1410.0,1014,396,51,Male,South,2023,4,2023-04
O208908,2024-08-06,C100740,Sunscreen SPF50,Beauty,1,418.0,418.0,261,157,38,Female,North,2024,8,2024-08
O209572,2023-04-28,C100312,Bluetooth Speaker,Electronics,1,2569.0,2569.0,1667,902,54,Male,West,2023,4,2023-04
